layer,source,target,test_loss,loss_improvement_vs_raw,uv_mse_norm,uv_rmse_norm,uv_mae_norm,uv_mae_px,uv_mae_px_improvement_vs_raw,valid_fraction,horizon,future_step,future_step_1based
24,raw_no_denoise,future_uv,0.0104146781743853,0.0,0.0104146781743853,0.1005147345071006,0.074476888692527,20.628612782891,0.0,0.364389237286388,24,5,6
24,denoise_step=001,future_uv,0.0304517532519487,-1.92392647588902,0.0304517532519487,0.173945559693913,0.1446920884136827,40.36540651815032,-0.9567678613672298,0.364389237286388,24,5,6
24,denoise_step=005,future_uv,0.0332906606528082,-2.1965136219653854,0.0332906606528082,0.1813899867282891,0.1518955032030741,42.74563410662223,-1.0721526239551447,0.364389237286388,24,5,6
24,denoise_step=003,future_uv,0.033506114151537,-2.2172011069861615,0.033506114151537,0.1818146724446713,0.152024203329106,42.59012997866171,-1.0646143503156544,0.364389237286388,24,5,6
24,denoise_step=007,future_uv,0.0350776969784905,-2.3681018646129095,0.0350776969784905,0.1852899550095848,0.1572561236271947,43.88500993937933,-1.1273854137092905,0.364389237286388,24,5,6
24,raw_no_denoise,future_uv,0.0086593689477962,0.0,0.0086593689477962,0.0903224620667303,0.0634998375816004,17.763642573702164,0.0,0.2691511393950839,36,8,9
24,denoise_step=003,future_uv,0.0258670549523509,-1.9871755214834723,0.0258670549523509,0.160151630424071,0.1304817917307464,35.77705599703897,-1.0140607900996843,0.2691511393950839,36,8,9
24,denoise_step=005,future_uv,0.0264241450367877,-2.051509318529801,0.0264241450367877,0.1595823887897574,0.126950350946768,35.44832322809761,-0.995554857683096,0.2691511393950839,36,8,9
24,denoise_step=007,future_uv,0.0266840081877898,-2.0815187975771434,0.0266840081877898,0.1630006618874907,0.1325299015758447,36.86596167112236,-1.075360473966069,0.2691511393950839,36,8,9
24,denoise_step=001,future_uv,0.0297639116714274,-2.437191768922409,0.0297639116714274,0.1719251159678828,0.1408684429236327,38.95271329702057,-1.1928336564645448,0.2691511393950839,36,8,9
24,raw_no_denoise,future_uv,0.007144508609552,0.0,0.007144508609552,0.07948840707232,0.0612123569022424,17.110097460618423,0.0,0.2256728760574175,45,10,11
24,denoise_step=003,future_uv,0.0210646120310755,-1.9483640068559407,0.0210646120310755,0.1443588862014359,0.121646558245023,33.71408656813343,-0.9704204868342625,0.2256728760574175,45,10,11
24,denoise_step=005,future_uv,0.0216228019207037,-2.026492527672882,0.0216228019207037,0.1461636663778968,0.1231937556841852,33.91047099806507,-0.981898178903735,0.2256728760574175,45,10,11
24,denoise_step=007,future_uv,0.0223838191317475,-2.133010309739285,0.0223838191317475,0.1485965746776904,0.1244829715717406,34.45389989690998,-1.0136588921372915,0.2256728760574175,45,10,11
24,denoise_step=001,future_uv,0.0262436999883464,-2.6732687190353914,0.0262436999883464,0.1613994889254402,0.1351526905907854,37.14484945735576,-1.1709314948585459,0.2256728760574175,45,10,11
